setting,update,agent,actionable,actual_selected,actual_branch_outcome,actual_committed,persistent_attempt,persistent_feasible,persistent_normal_failure,persistent_consecutive_failure,last_feasible_update,B_i,state_failure,rho_state,normalized_wait,R0_score,R0_rank,R1_score,R1_rank,R2_score,R2_rank,R3_score,R3_rank,beta_realizability,consecutive_discount,floored_realizability,R0_selected,W1_score,W1_rank,W1_selected,W2_score,W2_rank,W2_selected,W3_score,W3_rank,W3_selected
S1,20,0,True,False,NOT_SELECTED,False,10,1,9,8,7,0.7,4,0.2,0.0,0.13999999999999999,4,0.02333333333333333,4,0.015555555555555553,4,0.05249999999999999,4,0.16666666666666666,0.1111111111111111,0.375,False,0.13999999999999999,3,False,0.02333333333333333,4,False,0.015555555555555553,4,False
S1,20,1,True,False,NOT_SELECTED,False,5,3,2,2,4,0.1875,1,0.5,1.0,0.14375,3,0.10357142857142856,1,0.08125,1,0.11361607142857143,1,0.5714285714285714,0.3333333333333333,0.6785714285714286,False,0.11875,4,False,0.07857142857142857,1,True,0.05625,1,True
S1,20,2,True,True,NORMAL_FAILURE,False,8,0,8,8,,0.23750000000000002,1,0.5,1.0,0.16875,1,0.061875000000000006,3,0.06319444444444444,3,0.08859375,3,0.1,0.1111111111111111,0.325,True,0.14375000000000002,2,True,0.036875000000000005,3,False,0.03819444444444445,3,False
S1,20,3,True,True,NORMAL_FAILURE,False,9,2,7,2,14,0.42,2,0.3333333333333333,0.5,0.16499999999999998,2,0.06318181818181817,2,0.07166666666666666,2,0.08863636363636362,2,0.2727272727272727,0.3333333333333333,0.45454545454545453,True,0.14833333333333332,1,True,0.04651515151515151,2,True,0.05499999999999999,2,True
S1,20,4,True,False,NOT_SELECTED,False,6,0,6,6,,0.325,2,0.3333333333333333,0.0,0.10833333333333334,5,0.013541666666666667,5,0.015476190476190477,5,0.03723958333333333,5,0.125,0.14285714285714285,0.34375,False,0.10833333333333334,5,False,0.013541666666666667,5,False,0.015476190476190477,5,False
S1,21,0,True,True,NORMAL_FAILURE,False,10,1,9,8,7,0.7,4,0.2,0.3333333333333333,0.15666666666666665,1,0.039999999999999994,2,0.03222222222222222,2,0.06916666666666665,2,0.16666666666666666,0.1111111111111111,0.375,True,0.14333333333333334,1,True,0.02666666666666667,2,True,0.018888888888888886,4,False
S1,21,1,True,True,NORMAL_FAILURE,False,5,3,2,2,4,0.1875,1,0.5,1.0,0.14375,2,0.10357142857142856,1,0.08125,1,0.11361607142857143,1,0.5714285714285714,0.3333333333333333,0.6785714285714286,True,0.11875,2,True,0.07857142857142857,1,True,0.05625,1,True
S1,21,2,True,False,NOT_SELECTED,False,9,0,9,9,,0.23750000000000002,2,0.3333333333333333,0.0,0.07916666666666666,5,0.0071969696969696965,5,0.007916666666666667,5,0.02518939393939394,5,0.09090909090909091,0.1,0.3181818181818182,False,0.07916666666666666,5,False,0.007196969696969698,5,False,0.007916666666666667,5,False
S1,21,3,True,False,NOT_SELECTED,False,10,2,8,3,14,0.42,3,0.25,0.0,0.105,4,0.02625,4,0.02625,4,0.0459375,4,0.25,0.25,0.4375,False,0.105,4,False,0.02625,3,False,0.02625,2,True
S1,21,4,True,False,NOT_SELECTED,False,6,0,6,6,,0.325,2,0.3333333333333333,0.3333333333333333,0.125,3,0.030208333333333334,3,0.03214285714285714,3,0.05390625,3,0.125,0.14285714285714285,0.34375,False,0.11388888888888889,3,False,0.019097222222222224,4,False,0.02103174603174603,3,False
S1,22,0,True,False,NOT_SELECTED,False,11,1,10,9,7,0.7,5,0.16666666666666666,0.0,0.11666666666666665,3,0.017948717948717947,5,0.011666666666666665,5,0.04262820512820513,4,0.15384615384615385,0.1,0.3653846153846154,False,0.11666666666666665,2,True,0.017948717948717947,4,False,0.011666666666666665,5,False
S1,22,1,True,False,NOT_SELECTED,False,6,3,3,3,4,0.1875,2,0.3333333333333333,0.0,0.0625,5,0.03125,4,0.015625,4,0.0390625,5,0.5,0.25,0.625,False,0.0625,5,False,0.03125,2,True,0.015625,4,False
S1,22,2,True,False,NOT_SELECTED,False,9,0,9,9,,0.23750000000000002,2,0.3333333333333333,0.5,0.10416666666666666,4,0.032196969696969696,3,0.03291666666666667,3,0.050189393939393936,3,0.09090909090909091,0.1,0.3181818181818182,False,0.0875,4,False,0.015530303030303033,5,False,0.01625,3,False
S1,22,3,True,True,NORMAL_FAILURE,False,10,2,8,3,14,0.42,3,0.25,0.5,0.13,2,0.051250000000000004,2,0.051250000000000004,2,0.0709375,2,0.25,0.25,0.4375,True,0.11125,3,False,0.0325,1,True,0.0325,1,True
S1,22,4,True,True,NORMAL_FAILURE,False,6,0,6,6,,0.325,2,0.3333333333333333,1.0,0.15833333333333333,1,0.06354166666666666,1,0.06547619047619048,1,0.08723958333333334,1,0.125,0.14285714285714285,0.34375,True,0.125,1,True,0.030208333333333337,3,False,0.03214285714285714,2,True
S1,23,0,True,True,NORMAL_FAILURE,False,11,1,10,9,7,0.7,5,0.16666666666666666,0.5,0.14166666666666666,1,0.04294871794871795,3,0.03666666666666667,3,0.06762820512820514,2,0.15384615384615385,0.1,0.3653846153846154,True,0.12083333333333332,1,True,0.022115384615384613,3,False,0.01583333333333333,4,False
S1,23,1,True,False,NOT_SELECTED,False,6,3,3,3,4,0.1875,2,0.3333333333333333,0.5,0.0875,3,0.05625,2,0.040625,2,0.0640625,3,0.5,0.25,0.625,False,0.07083333333333333,5,False,0.03958333333333333,1,True,0.02395833333333333,2,True
S1,23,2,True,True,NORMAL_FAILURE,False,9,0,9,9,,0.23750000000000002,2,0.3333333333333333,1.0,0.12916666666666665,2,0.0571969696969697,1,0.05791666666666667,1,0.07518939393939394,1,0.09090909090909091,0.1,0.3181818181818182,True,0.09583333333333334,2,True,0.023863636363636365,2,True,0.024583333333333336,1,True
S1,23,3,True,False,NOT_SELECTED,False,11,2,9,4,14,0.42,4,0.2,0.0,0.084,4,0.019384615384615386,4,0.016800000000000002,4,0.03553846153846154,4,0.23076923076923078,0.2,0.4230769230769231,False,0.084,3,False,0.01938461538461539,4,False,0.016800000000000002,3,False
S1,23,4,True,False,NOT_SELECTED,False,7,0,7,7,,0.325,3,0.25,0.0,0.08125,5,0.009027777777777777,5,0.01015625,5,0.027083333333333334,5,0.1111111111111111,0.125,0.3333333333333333,False,0.08125,4,False,0.009027777777777777,5,False,0.01015625,5,False
S1,24,0,True,False,NOT_SELECTED,False,12,1,11,10,7,0.7,6,0.14285714285714285,0.0,0.09999999999999999,4,0.014285714285714284,4,0.00909090909090909,4,0.03571428571428571,4,0.14285714285714285,0.09090909090909091,0.35714285714285715,False,0.09999999999999999,1,True,0.014285714285714284,4,False,0.009090909090909089,4,False
S1,24,1,True,True,NORMAL_FAILURE,False,6,3,3,3,4,0.1875,2,0.3333333333333333,1.0,0.1125,1,0.08125,1,0.065625,1,0.0890625,1,0.5,0.25,0.625,True,0.07916666666666666,4,False,0.04791666666666666,1,True,0.03229166666666666,1,True
S1,24,2,True,False,NOT_SELECTED,False,10,0,10,10,,0.23750000000000002,3,0.25,0.0,0.059375000000000004,5,0.0049479166666666664,5,0.005397727272727274,5,0.0185546875,5,0.08333333333333333,0.09090909090909091,0.3125,False,0.059375000000000004,5,False,0.0049479166666666664,5,False,0.005397727272727274,5,False
S1,24,3,True,True,NORMAL_FAILURE,False,11,2,9,4,14,0.42,4,0.2,0.5,0.10900000000000001,2,0.044384615384615383,2,0.041800000000000004,2,0.06053846153846154,2,0.23076923076923078,0.2,0.4230769230769231,True,0.08900000000000001,2,True,0.02438461538461539,2,True,0.021800000000000003,2,True
S1,24,4,True,False,NOT_SELECTED,False,7,0,7,7,,0.325,3,0.25,0.5,0.10625000000000001,3,0.03402777777777778,3,0.03515625,3,0.052083333333333336,3,0.1111111111111111,0.125,0.3333333333333333,False,0.08750000000000001,3,False,0.015277777777777777,3,False,0.01640625,3,False
S1,25,0,True,True,NORMAL_FAILURE,False,12,1,11,10,7,0.7,6,0.14285714285714285,0.5,0.125,2,0.039285714285714285,2,0.03409090909090909,2,0.060714285714285714,2,0.14285714285714285,0.09090909090909091,0.35714285714285715,True,0.10357142857142856,1,True,0.017857142857142856,3,False,0.01266233766233766,2,True
S1,25,1,True,False,NOT_SELECTED,False,7,3,4,4,4,0.1875,3,0.25,0.0,0.046875,5,0.020833333333333332,4,0.009375000000000001,5,0.027343749999999997,5,0.4444444444444444,0.2,0.5833333333333333,False,0.046875,5,False,0.020833333333333332,2,True,0.009375000000000001,5,False
S1,25,2,True,False,NOT_SELECTED,False,10,0,10,10,,0.23750000000000002,3,0.25,0.5,0.084375,3,0.029947916666666668,3,0.030397727272727274,3,0.0435546875,3,0.08333333333333333,0.09090909090909091,0.3125,False,0.065625,4,False,0.011197916666666667,5,False,0.011647727272727275,4,False
S1,25,3,True,False,NOT_SELECTED,False,12,2,10,5,14,0.42,5,0.16666666666666666,0.0,0.06999999999999999,4,0.014999999999999998,5,0.011666666666666665,4,0.028749999999999994,4,0.21428571428571427,0.16666666666666666,0.4107142857142857,False,0.06999999999999999,3,False,0.015,4,False,0.011666666666666665,3,False
S1,25,4,True,True,NORMAL_FAILURE,False,7,0,7,7,,0.325,3,0.25,1.0,0.13125,1,0.059027777777777776,1,0.06015625,1,0.07708333333333334,1,0.1111111111111111,0.125,0.3333333333333333,True,0.09375,2,True,0.021527777777777778,1,True,0.022656250000000003,1,True
S1,26,0,True,False,NOT_SELECTED,False,13,1,12,11,7,0.7,7,0.125,0.0,0.0875,3,0.011666666666666665,4,0.007291666666666666,4,0.030624999999999996,4,0.13333333333333333,0.08333333333333333,0.35,False,0.0875,1,True,0.011666666666666665,4,False,0.007291666666666666,4,False
S1,26,1,True,False,NOT_SELECTED,False,7,3,4,4,4,0.1875,3,0.25,0.5,0.071875,4,0.04583333333333334,2,0.034375,3,0.052343749999999994,3,0.4444444444444444,0.2,0.5833333333333333,False,0.053125,5,False,0.027083333333333334,1,True,0.015625,3,False
S1,26,2,True,True,NORMAL_FAILURE,False,10,0,10,10,,0.23750000000000002,3,0.25,1.0,0.109375,1,0.054947916666666666,1,0.05539772727272728,1,0.0685546875,1,0.08333333333333333,0.09090909090909091,0.3125,True,0.07187500000000001,3,False,0.017447916666666667,3,False,0.017897727272727273,1,True
S1,26,3,True,True,NORMAL_FAILURE,False,12,2,10,5,14,0.42,5,0.16666666666666666,0.5,0.095,2,0.04,3,0.03666666666666667,2,0.05374999999999999,2,0.21428571428571427,0.16666666666666666,0.4107142857142857,True,0.07416666666666666,2,True,0.019166666666666665,2,True,0.01583333333333333,2,True
S1,26,4,True,False,NOT_SELECTED,False,8,0,8,8,,0.325,4,0.2,0.0,0.065,5,0.006500000000000001,5,0.007222222222222222,5,0.021125,5,0.1,0.1111111111111111,0.325,False,0.065,4,False,0.006500000000000001,5,False,0.007222222222222222,5,False
S1,27,0,True,True,OPERATIONAL_FAILURE,False,13,1,12,11,7,0.7,7,0.125,0.5,0.11249999999999999,1,0.03666666666666667,2,0.03229166666666667,2,0.055624999999999994,2,0.13333333333333333,0.08333333333333333,0.35,True,0.090625,1,True,0.014791666666666665,2,True,0.010416666666666666,3,False
S1,27,1,True,True,NORMAL_FAILURE,False,7,3,4,4,4,0.1875,3,0.25,1.0,0.096875,2,0.07083333333333333,1,0.059375000000000004,1,0.07734375,1,0.4444444444444444,0.2,0.5833333333333333,True,0.059375,4,False,0.03333333333333333,1,True,0.021875000000000002,1,True
S1,27,2,True,False,NOT_SELECTED,False,11,0,11,11,,0.23750000000000002,4,0.2,0.0,0.04750000000000001,5,0.0036538461538461547,5,0.003958333333333334,5,0.014615384615384619,5,0.07692307692307693,0.08333333333333333,0.3076923076923077,False,0.04750000000000001,5,False,0.0036538461538461542,5,False,0.003958333333333334,5,False
S1,27,3,True,False,NOT_SELECTED,False,13,2,11,6,14,0.42,6,0.14285714285714285,0.0,0.06,4,0.012,4,0.00857142857142857,4,0.024,4,0.2,0.14285714285714285,0.4,False,0.06,3,False,0.012,3,False,0.00857142857142857,4,False
S1,27,4,True,False,NOT_SELECTED,False,8,0,8,8,,0.325,4,0.2,0.5,0.09,3,0.0315,3,0.03222222222222222,3,0.046125,3,0.1,0.1111111111111111,0.325,False,0.07,2,True,0.011500000000000002,4,False,0.012222222222222223,2,True
S1,28,0,True,True,NORMAL_FAILURE,False,13,1,12,11,7,0.7,7,0.125,0.0,0.0875,2,0.011666666666666665,5,0.007291666666666666,4,0.030624999999999996,4,0.13333333333333333,0.08333333333333333,0.35,True,0.0875,1,True,0.011666666666666665,4,False,0.007291666666666666,4,False
S1,28,1,True,False,NOT_SELECTED,False,8,3,5,5,4,0.1875,4,0.2,0.0,0.037500000000000006,5,0.015000000000000003,4,0.00625,5,0.020625000000000004,5,0.4,0.16666666666666666,0.55,False,0.037500000000000006,5,False,0.015000000000000003,3,False,0.00625,5,False
S1,28,2,True,False,NOT_SELECTED,False,11,0,11,11,,0.23750000000000002,4,0.2,0.5,0.07250000000000001,4,0.028653846153846155,3,0.028958333333333336,3,0.03961538461538462,3,0.07692307692307693,0.08333333333333333,0.3076923076923077,False,0.052500000000000005,4,False,0.008653846153846154,5,False,0.008958333333333334,3,False
S1,28,3,True,False,NOT_SELECTED,False,13,2,11,6,14,0.42,6,0.14285714285714285,0.5,0.08499999999999999,3,0.037000000000000005,2,0.03357142857142857,2,0.049,2,0.2,0.14285714285714285,0.4,False,0.06357142857142857,3,False,0.015571428571428573,2,True,0.012142857142857141,2,True
S1,28,4,True,True,NORMAL_FAILURE,False,8,0,8,8,,0.325,4,0.2,1.0,0.115,1,0.0565,1,0.05722222222222222,1,0.07112500000000001,1,0.1,0.1111111111111111,0.325,True,0.07500000000000001,2,True,0.0165,1,True,0.017222222222222222,1,True
S1,29,0,True,False,NOT_SELECTED,False,14,1,13,12,7,0.7,8,0.1111111111111111,0.0,0.07777777777777777,3,0.00972222222222222,4,0.0059829059829059825,4,0.026736111111111106,4,0.125,0.07692307692307693,0.34375,False,0.07777777777777777,1,True,0.00972222222222222,4,False,0.005982905982905983,4,False
S1,29,1,True,False,NOT_SELECTED,False,8,3,5,5,4,0.1875,4,0.2,0.5,0.0625,4,0.04000000000000001,3,0.03125,3,0.045625000000000006,3,0.4,0.16666666666666666,0.55,False,0.0425,5,False,0.020000000000000004,1,True,0.011250000000000001,3,False
S1,29,2,True,True,NORMAL_FAILURE,False,11,0,11,11,,0.23750000000000002,4,0.2,1.0,0.0975,2,0.053653846153846156,2,0.05395833333333334,2,0.06461538461538462,2,0.07692307692307693,0.08333333333333333,0.3076923076923077,True,0.05750000000000001,3,False,0.013653846153846155,3,False,0.013958333333333335,2,True
S1,29,3,True,True,NORMAL_FAILURE,False,13,2,11,6,14,0.42,6,0.14285714285714285,1.0,0.11,1,0.062,1,0.05857142857142857,1,0.07400000000000001,1,0.2,0.14285714285714285,0.4,True,0.06714285714285713,2,True,0.019142857142857142,2,True,0.015714285714285712,1,True
S1,29,4,True,False,NOT_SELECTED,False,9,0,9,9,,0.325,5,0.16666666666666666,0.0,0.05416666666666667,5,0.004924242424242425,5,0.005416666666666667,5,0.017234848484848485,5,0.09090909090909091,0.1,0.3181818181818182,False,0.05416666666666667,4,False,0.004924242424242425,5,False,0.005416666666666667,5,False
S1,30,0,True,True,NORMAL_FAILURE,False,14,1,13,12,7,0.7,8,0.1111111111111111,0.5,0.10277777777777777,1,0.034722222222222224,2,0.030982905982905984,2,0.05173611111111111,2,0.125,0.07692307692307693,0.34375,True,0.08055555555555555,1,True,0.012499999999999997,2,True,0.008760683760683759,3,False
S1,30,1,True,True,NORMAL_FAILURE,False,8,3,5,5,4,0.1875,4,0.2,1.0,0.08750000000000001,2,0.065,1,0.05625,1,0.07062500000000001,1,0.4,0.16666666666666666,0.55,True,0.0475,4,False,0.025,1,True,0.01625,1,True
S1,30,2,True,False,NOT_SELECTED,False,12,0,12,12,,0.23750000000000002,5,0.16666666666666666,0.0,0.03958333333333333,5,0.002827380952380952,5,0.003044871794871795,5,0.012016369047619047,5,0.07142857142857142,0.07692307692307693,0.30357142857142855,False,0.03958333333333333,5,False,0.002827380952380952,5,False,0.003044871794871795,5,False
S1,30,3,True,False,NOT_SELECTED,False,14,2,12,7,14,0.42,7,0.125,0.0,0.0525,4,0.00984375,4,0.0065625,4,0.0205078125,4,0.1875,0.125,0.390625,False,0.0525,3,False,0.00984375,3,False,0.0065625,4,False
S1,30,4,True,False,NOT_SELECTED,False,9,0,9,9,,0.325,5,0.16666666666666666,0.5,0.07916666666666666,3,0.029924242424242426,3,0.030416666666666668,3,0.042234848484848486,3,0.09090909090909091,0.1,0.3181818181818182,False,0.058333333333333334,2,True,0.00909090909090909,4,False,0.009583333333333333,2,True
S1,31,0,True,False,NOT_SELECTED,False,15,1,14,13,7,0.7,9,0.1,0.0,0.06999999999999999,3,0.008235294117647058,5,0.004999999999999999,4,0.023676470588235292,4,0.11764705882352941,0.07142857142857142,0.3382352941176471,False,0.06999999999999999,1,True,0.00823529411764706,4,False,0.005,4,False
S1,31,1,True,False,NOT_SELECTED,False,9,3,6,6,4,0.1875,5,0.16666666666666666,0.0,0.03125,5,0.011363636363636364,4,0.004464285714285714,5,0.016335227272727272,5,0.36363636363636365,0.14285714285714285,0.5227272727272727,False,0.03125,5,False,0.011363636363636362,3,False,0.004464285714285714,5,False
S1,31,2,True,False,NOT_SELECTED,False,12,0,12,12,,0.23750000000000002,5,0.16666666666666666,0.5,0.06458333333333333,4,0.027827380952380954,3,0.028044871794871796,3,0.03701636904761905,3,0.07142857142857142,0.07692307692307693,0.30357142857142855,False,0.04375,4,False,0.006994047619047619,5,False,0.007211538461538461,3,False
S1,31,3,True,True,NORMAL_FAILURE,False,14,2,12,7,14,0.42,7,0.125,0.5,0.0775,2,0.03484375,2,0.0315625,2,0.0455078125,2,0.1875,0.125,0.390625,True,0.055625,3,False,0.012968750000000001,2,True,0.0096875,2,True
S1,31,4,True,True,NORMAL_FAILURE,False,9,0,9,9,,0.325,5,0.16666666666666666,1.0,0.10416666666666667,1,0.05492424242424243,1,0.05541666666666667,1,0.06723484848484848,1,0.09090909090909091,0.1,0.3181818181818182,True,0.0625,2,True,0.01325757575757576,1,True,0.01375,1,True
S2,0,0,True,False,NOT_SELECTED,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,4,0.15,4,0.3,4,0.1875,4,0.5,1.0,0.625,False,0.3,4,False,0.15,4,False,0.3,4,False
S2,0,1,True,True,FEASIBLE,True,0,0,0,0,,0.3,0,1.0,0.0,0.3,2,0.15,2,0.3,2,0.1875,2,0.5,1.0,0.625,True,0.3,2,True,0.15,2,True,0.3,2,True
S2,0,2,True,True,FEASIBLE,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,1,0.15,1,0.3,1,0.1875,1,0.5,1.0,0.625,True,0.3,1,True,0.15,1,True,0.3,1,True
S2,0,3,True,False,NOT_SELECTED,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,3,0.15,3,0.3,3,0.1875,3,0.5,1.0,0.625,False,0.3,3,False,0.15,3,False,0.3,3,False
S2,0,4,True,False,NOT_SELECTED,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,5,0.15,5,0.3,5,0.1875,5,0.5,1.0,0.625,False,0.3,5,False,0.15,5,False,0.3,5,False
S2,1,0,True,False,NOT_SELECTED,False,0,0,0,0,,0.24285714285714285,0,1.0,1.0,0.29285714285714287,3,0.17142857142857143,4,0.29285714285714287,3,0.2017857142857143,3,0.5,1.0,0.625,False,0.29285714285714287,3,False,0.17142857142857143,4,False,0.29285714285714287,3,False
S2,1,1,True,True,NORMAL_FAILURE,False,1,1,0,0,0,0.3,0,1.0,0.0,0.3,2,0.19999999999999998,1,0.3,2,0.22499999999999998,1,0.6666666666666666,1.0,0.75,True,0.3,2,True,0.19999999999999998,1,True,0.3,2,True
S2,1,2,True,False,NOT_SELECTED,False,1,1,0,0,0,0.2642857142857143,0,1.0,0.0,0.2642857142857143,5,0.17619047619047618,3,0.2642857142857143,5,0.19821428571428573,5,0.6666666666666666,1.0,0.75,False,0.2642857142857143,5,False,0.17619047619047618,3,False,0.2642857142857143,5,False
S2,1,3,True,True,FEASIBLE,True,0,0,0,0,,0.2642857142857143,0,1.0,1.0,0.3142857142857143,1,0.18214285714285716,2,0.3142857142857143,1,0.21517857142857144,2,0.5,1.0,0.625,True,0.3142857142857143,1,True,0.18214285714285716,2,True,0.3142857142857143,1,True
S2,1,4,True,False,NOT_SELECTED,False,0,0,0,0,,0.24285714285714285,0,1.0,1.0,0.29285714285714287,4,0.17142857142857143,5,0.29285714285714287,4,0.2017857142857143,4,0.5,1.0,0.625,False,0.29285714285714287,4,False,0.17142857142857143,5,False,0.29285714285714287,4,False
S2,2,0,True,True,FEASIBLE,True,0,0,0,0,,0.7,0,1.0,1.0,0.75,1,0.39999999999999997,2,0.75,1,0.4875,2,0.5,1.0,0.625,True,0.75,1,True,0.39999999999999997,2,True,0.75,1,True
S2,2,1,True,False,NOT_SELECTED,False,2,1,1,1,0,0.3,0,1.0,0.0,0.3,4,0.15,4,0.15,4,0.1875,4,0.5,0.5,0.625,False,0.3,4,False,0.15,4,False,0.15,4,False
S2,2,2,True,True,FEASIBLE,False,1,1,0,0,0,0.7,0,1.0,0.5,0.725,2,0.49166666666666664,1,0.725,2,0.5499999999999999,1,0.6666666666666666,1.0,0.75,True,0.725,2,True,0.49166666666666664,1,True,0.725,2,True
S2,2,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.04285714285714285,0,1.0,0.0,0.04285714285714285,5,0.028571428571428567,5,0.04285714285714285,5,0.03214285714285714,5,0.6666666666666666,1.0,0.75,False,0.04285714285714285,5,False,0.028571428571428567,5,False,0.04285714285714285,5,False
S2,2,4,True,False,NOT_SELECTED,False,0,0,0,0,,0.5333333333333333,0,1.0,1.0,0.5833333333333334,3,0.31666666666666665,3,0.5833333333333334,3,0.3833333333333333,3,0.5,1.0,0.625,False,0.5833333333333334,3,False,0.31666666666666665,3,False,0.5833333333333334,3,False
S2,3,0,True,True,NORMAL_FAILURE,False,1,1,0,0,2,0.5,0,1.0,0.0,0.5,1,0.3333333333333333,1,0.5,1,0.375,1,0.6666666666666666,1.0,0.75,True,0.5,1,True,0.3333333333333333,1,True,0.5,1,True
S2,3,1,True,False,NOT_SELECTED,False,2,1,1,1,0,0.3,0,1.0,0.3333333333333333,0.31666666666666665,4,0.16666666666666666,4,0.16666666666666666,4,0.20416666666666666,4,0.5,0.5,0.625,False,0.31666666666666665,4,False,0.16666666666666666,4,False,0.16666666666666666,4,False
S2,3,2,True,False,NOT_SELECTED,False,2,2,0,0,2,0.3666666666666667,0,1.0,0.0,0.3666666666666667,3,0.275,2,0.3666666666666667,3,0.2979166666666667,2,0.75,1.0,0.8125,False,0.3666666666666667,3,False,0.275,2,True,0.3666666666666667,3,False
S2,3,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.09999999999999999,0,1.0,0.3333333333333333,0.11666666666666665,5,0.08333333333333331,5,0.11666666666666665,5,0.09166666666666666,5,0.6666666666666666,1.0,0.75,False,0.11666666666666665,5,False,0.08333333333333331,5,False,0.11666666666666665,5,False
S2,3,4,True,True,FEASIBLE,True,0,0,0,0,,0.3666666666666667,0,1.0,1.0,0.4166666666666667,2,0.23333333333333334,3,0.4166666666666667,2,0.2791666666666667,3,0.5,1.0,0.625,True,0.4166666666666667,2,True,0.23333333333333334,3,False,0.4166666666666667,2,True
S2,4,0,True,True,NORMAL_FAILURE,False,2,1,1,1,2,0.5,0,1.0,0.0,0.5,2,0.25,2,0.25,2,0.3125,2,0.5,0.5,0.625,True,0.5,2,True,0.25,2,True,0.25,2,True
S2,4,1,True,False,NOT_SELECTED,False,2,1,1,1,0,0.3,0,1.0,1.0,0.35,3,0.2,3,0.2,4,0.2375,3,0.5,0.5,0.625,False,0.35,3,False,0.2,3,False,0.2,4,False
S2,4,2,True,True,FEASIBLE,True,2,2,0,0,2,0.7,0,1.0,0.5,0.725,1,0.5499999999999999,1,0.725,1,0.59375,1,0.75,1.0,0.8125,True,0.725,1,True,0.5499999999999999,1,True,0.725,1,True
S2,4,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.075,0,1.0,1.0,0.125,5,0.1,5,0.125,5,0.10625,5,0.6666666666666666,1.0,0.75,False,0.125,5,False,0.1,5,False,0.125,5,False
S2,4,4,True,False,NOT_SELECTED,False,1,1,0,0,3,0.25,0,1.0,0.0,0.25,4,0.16666666666666666,4,0.25,3,0.1875,4,0.6666666666666666,1.0,0.75,False,0.25,4,False,0.16666666666666666,4,False,0.25,3,False
S2,5,0,True,False,NOT_SELECTED,False,3,1,2,2,2,0.125,0,1.0,0.0,0.125,3,0.05,4,0.041666666666666664,4,0.06875,4,0.4,0.3333333333333333,0.55,False,0.125,3,False,0.05,4,False,0.041666666666666664,4,False
S2,5,1,True,True,NORMAL_FAILURE,False,2,1,1,1,0,0.3,0,1.0,1.0,0.35,2,0.2,2,0.2,2,0.2375,2,0.5,0.5,0.625,True,0.35,2,True,0.2,2,True,0.2,2,True
S2,5,2,True,True,NORMAL_FAILURE,False,3,3,0,0,4,0.5,0,1.0,0.0,0.5,1,0.4,1,0.5,1,0.42500000000000004,1,0.8,1.0,0.8500000000000001,True,0.5,1,True,0.4,1,True,0.5,1,True
S2,5,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.049999999999999996,0,1.0,1.0,0.1,4,0.08333333333333333,3,0.1,3,0.0875,3,0.6666666666666666,1.0,0.75,False,0.1,4,False,0.08333333333333333,3,False,0.1,3,False
S2,5,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75,False,,,False,,,False,,,False
S2,6,0,True,False,NOT_SELECTED,False,3,1,2,2,2,0.125,0,1.0,0.25,0.1375,3,0.0625,3,0.05416666666666667,3,0.08125,4,0.4,0.3333333333333333,0.55,False,0.1375,3,False,0.0625,3,False,0.05416666666666667,3,False
S2,6,1,True,True,NORMAL_FAILURE,False,3,1,2,2,0,0.3,1,0.5,0.0,0.15,2,0.06,4,0.049999999999999996,4,0.0825,3,0.4,0.3333333333333333,0.55,True,0.15,2,True,0.06,4,False,0.049999999999999996,4,False
S2,6,2,True,True,NORMAL_FAILURE,False,4,3,1,1,4,0.5,1,0.5,0.0,0.25,1,0.16666666666666666,1,0.125,1,0.1875,1,0.6666666666666666,0.5,0.75,True,0.25,1,True,0.16666666666666666,1,True,0.125,1,True
S2,6,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.049999999999999996,0,1.0,1.0,0.1,4,0.08333333333333333,2,0.1,2,0.0875,2,0.6666666666666666,1.0,0.75,False,0.1,4,False,0.08333333333333333,2,True,0.1,2,True
S2,6,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75,False,,,False,,,False,,,False
S2,7,0,True,True,NORMAL_FAILURE,False,3,1,2,2,2,0.125,0,1.0,0.4,0.14500000000000002,2,0.07,3,0.06166666666666667,2,0.08875000000000001,2,0.4,0.3333333333333333,0.55,True,0.14500000000000002,2,True,0.07,3,False,0.06166666666666667,2,True
S2,7,1,True,False,NOT_SELECTED,False,4,1,3,3,0,0.3,2,0.3333333333333333,0.0,0.09999999999999999,4,0.033333333333333326,4,0.024999999999999998,4,0.049999999999999996,4,0.3333333333333333,0.25,0.5,False,0.09999999999999999,4,False,0.033333333333333326,4,False,0.024999999999999998,4,False
S2,7,2,True,True,NORMAL_FAILURE,False,5,3,2,2,4,0.5,2,0.3333333333333333,0.0,0.16666666666666666,1,0.09523809523809523,1,0.05555555555555555,3,0.1130952380952381,1,0.5714285714285714,0.3333333333333333,0.6785714285714286,True,0.16666666666666666,1,True,0.09523809523809523,1,True,0.05555555555555555,3,False
