evidence_type,seed,update_index,member_id,direct_count,near_margin_count,coverage_count,direct_score,near_margin_score,coverage_score,primary_lane,primary_score,runner_up_lane,runner_up_score,failure_count,realizability,target_score,selected_historical,selected_counterfactual,commit_success_historical,failure_count_after_historical,realizability_after_historical
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,12,2,3,0,0,12,0,0,direct_flip,12,near_margin,0,4,0.2,2.4000000000000004,False,False,False,4,0.2
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,12,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,12,4,5,0,0,20,0,0,direct_flip,20,near_margin,0,0,1.0,20.0,True,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,13,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,9,0.1,1.6,True,False,False,10,0.09090909090909091
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,13,1,0,3,0,0,6,0,near_margin,6,direct_flip,0,0,1.0,6.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,13,2,3,0,0,12,0,0,direct_flip,12,near_margin,0,4,0.2,2.4000000000000004,True,False,False,5,0.16666666666666666
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,13,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,13,4,5,0,0,20,0,0,direct_flip,20,near_margin,0,1,0.5,10.0,False,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,14,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,10,0.09090909090909091,1.4545454545454546,True,False,False,11,0.08333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,14,1,0,3,0,0,6,0,near_margin,6,direct_flip,0,0,1.0,6.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,14,2,3,0,0,12,0,0,direct_flip,12,near_margin,0,5,0.16666666666666666,2.0,True,False,False,6,0.14285714285714285
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,14,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,14,4,5,0,0,20,0,0,direct_flip,20,near_margin,0,1,0.5,10.0,False,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,15,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,11,0.08333333333333333,1.3333333333333333,True,False,False,12,0.07692307692307693
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,15,1,0,3,0,0,6,0,near_margin,6,direct_flip,0,0,1.0,6.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,15,2,3,0,0,12,0,0,direct_flip,12,near_margin,0,6,0.14285714285714285,1.7142857142857142,False,False,False,6,0.14285714285714285
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,15,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,15,4,5,0,0,20,0,0,direct_flip,20,near_margin,0,1,0.5,10.0,True,True,False,2,0.3333333333333333
